id,review,Usa,Sup,Dep,Per
730,"This app is useless Avira Antivirus for iOS is what I was looking for, so I installed this. It is not what I wanted, but there is no delete account option..     ",1,0,0,0
731,"The new algorithm for who in your email contact is unsecured really works nicely ... And Forbes mag should fix its data breach. Imagine, Steve Forbes.    ",0,0,0,0
732,This app does nothing to actually protect your Phone from malicious software. The only thing it does do is provide location services which apple already does better  using iCloud. There is really no point to this app don't download it.     ,0,0,0,0
733,It really doesn't do anything and the people who wrote the great reviews with five stars are probably smoking used baby diapers and they regularly dig through the dirt to find leprechaun turds.     ,0,0,0,0
734,Location is always wrong. I will never find my device if it is lost.    ,0,0,1,0
735,This app should be on every smart phone    ,0,0,0,0
736,this app could not even find my phone    ,0,0,1,0
737,"So, I didn't get any detected breaches which is good but I'd like to know what they're doing with our first names and last names also I'm pretty sure I gave false passwords to them just playing it safe but otherwise it's an awesome app     ",0,0,0,0
738,I've had problems with Identity a Safeguard Email it's nor working.  Send in report  receive automated acknowledgment  then nothing.  I guess there's a black hole that tech support requests go into.    ,1,0,0,0
739,I'm not sure this is protecting my IPad at all.     ,0,0,1,0
740,"I have question since I installed this app to my Iphone  Ipad, because it seems there is not any function I can manage, except post email about some questions to ask some answers from other users. Even I can not contact to service provider. It sound strange app to me...    ",1,0,0,0
741,This app instantly found a breached email and was breached by the medical billing software programmer who I had suspected was working with the group of embezzling employees    ,0,0,0,0
742,I can't see this app doing anything.     ,0,0,0,0
743,You should not have to give your email and your real password to work that is a old way of doing things it could cause a breach in your email.     ,0,0,1,0
744,"UPDATE BELOW There are not many apps out there providing full protection for the iPhone  I don't think there are any who do any type of service that is much more than basic.  I guess I feel better having it than not  but that's not saying much. A little more honesty on just how little protection is provided  we don't need another app to help us locate a lost, stolen etc. phone as Apple already does it  so drop that silliness. Or make it optional. I would spend money for something that really did the job. It wouldn't know a root kit if it bit it on its source code. How about some improvements     ",1,0,0,0
745,UPDATE Downgrading stars  would give none if possible. This used to be a helpful app  but Apple has a find your phone feature plus I get weird server errors when trying to implement yours and CM Security is much more robust  providing the same info as you which Apple also provides now as well as reallocating memory and cleaning up the RAM. Not sure what the point of this app is anymore except to generate numerous complex Diagnostic Reports that don't mean a whole lot to me  going thru just one is an hour's job And I doubt you or Apple bother.     ,1,0,0,0
746,Thank for your protection.     ,0,0,0,0
747,The first thing this app wants to do is get your contact and location. Why do an antivirus app need access to your contact When installing apps please be aware of what you are allowing access to.     ,0,0,1,0
748,Once I downloaded the App I opened it up for the first time. Setup was easy  works great.    ,0,0,0,0
749,Was working for a few hours now when I scan its an unknown error every time now    ,1,0,1,0
750,Provides very little information about a breach is it finds one.  And only regarding email.  Even after correcting for a breach there's no way to resync.     ,1,0,0,0
751,"This app is useless, the worst thing, it counts my hand movements as steps, so it's incorrect. Fix and count my footsteps not hand movements.    ",0,0,1,0
752,it says no recent activity underneath my profile picture when I have over 149000 step from the past week I think it's a bug. Y'all are doing great thank you   ,0,0,1,0
753,"It still shows my steps on the dashboard, but my active challenges say 0 steps.     ",0,0,1,0
754,Main screen don't show proper data for water while history shows all data after pull to refresh    ,1,0,0,0
755,The time and date is all wrong. Please fix immediately     ,0,0,1,0
756,"The time on my fitbit has been wrong ever since it ran out of batteries once, and I can't figure out how to fix it when the app doesn't open.  Really frustrating, and the fitbit website is not helpful. I'm returning it.    ",1,0,1,0
757,"Whatever happened on this last update really messed up this app. My sleep time never changes looking back through past days. As a matter of fact, the only thing that changes now cycling back through days is my steps. I'm happy to up the rating once this bad update is fixed    ",1,1,0,0
758,show actual times like 1230130 not just minutes.     ,1,0,0,0
759,"Add option for automatic rowing, strength training logging please     ",1,0,0,0
760,Please add feature for Indoor Rowing tracking     ,1,0,0,0
761,"But PLEASE give us a day of the week option for the Digital clock face on Surge  Mon, Tue, etc.  Seriously, why do you refuse to offer such a simple option  It's been a consistent request for two years, yet you ignore your original and longtime customers.     ",1,0,0,0
762,"Check the Fitbit forum detailing  complaints and limitations of the current iOS dashboard. Please, Fitbit...restore the OPTION to use the previous dashboard    ",1,0,0,0
763,Could you allow users to add photos in the group challenge msg for motivation or showing friends what we are doing to get the steps.     ,0,0,0,0
764,Give us the option to create teams in weekly work challenges     ,0,0,0,0
765,Great userfriendly app except setting silent alarms is a little ambiguous. It would be nice if I didn't have to reset my phonedevice or reinstall the app every time I want to download my data.    ,1,0,0,0
766,However you can't use the app if you don't have wifi or cell service     ,0,1,0,0
767,"I absolutely love my fit bit and the app I do think that a notes section within the exercises would make the app better. Often times I want to track how much I lifted or how many reps I did, even what levels I used on a machine e.g. stairclimber, elliptical, but I don't have a place to track it within the app. I'd love for the app to be my sole source for tracking my fitness progress. It would be so easy  convenient.    ",1,0,0,0
768,"I bought a Charge 2, and so far I really like it but there are a few things that could make the experience of using it so much better. Sometimes challenges don't update people that were invited and accepted appropriately. The ability to resend the invitation to those impacted would be great instead of having to quit and reinitiate the whole challenge. Naming reminders would also be great, especially for medications. And I know there's a million requests for this please sync to Apple Health.    ",1,1,0,0
769,"I love this app and it is amazing. I cant get enough of my Blaze and using the app to look at all my data. I get all the info i want and its amazing and i love using it. Three things I would like though. 1 Partner with a weather app to get daily weather notifications pushed to the blaze so I see weather on my wrist before day starts. 2 Get more foods to scan or in the data base doesn't even have Perdue chicken barcodes or other major food companies. 3 Heart rate tile needs bug fixes. You can't click it until the end of the day because once clicked, it will NOT add new data when you click it again. Kind of annoying when you want to see your data midday but have to wait till the end of the day to see it. If clicked midday, will not update when you click it again to see the end of the day's data     ",1,1,0,0
770,"I love this app but there needs to be a way to clean up the log. I have food on there that I haven't ate in a year and it make it hard to find the food I do eat, especially when I'm in a hurry.    ",1,0,0,0
771,I love this. I use it everyday and have bought several for family members. I would give it 5 stars if I could edit my activity times the way I can edit the sleep times. My only complaint.    ,1,0,0,0
772,"I recently switched over to Fitbit and I'm surprised at the lack of information on your app, although your product has done very well, I wish that your app would allow people to track naps and I also wish that it would detail your nutrient breakdown for the day for example tell you how many carbohydrates, protein and fats you've had for the day    ",1,0,0,0
773,I wish there was a way you can set up multiple weight lost goals with your overall weight lost goal.     ,1,0,0,0
774,"I would also like to see a few more options added to Categorize Activities, we live in Minnesota and an option for shoveling Snow would be wonderful, also an option just for Yard Work as there is more to that then Mowing Lawn     ",1,0,0,0
775,I would like to be able to set a reminder for my 250 steps an hour.  Maybe alert me when I reach my goal per hour and then buzz me maybe 15 minutes before to remind me to get up and move.  Sometimes I get busy and forget.     ,1,0,0,0
776,"It would be a nice option to edit your exercise description, I clicked on the wrong choice, it was automatically saved and now I can't change it.  A save option would fix that     ",1,0,0,0
777,"Love the app Would give 5 stars if you were able to set an alert for heart rate, when it reaches a certain bpm. Other than that, love my Fitbit and the app    ",1,0,0,0
778,"Love the app, just wish there was a way to have different days set for hourly movement. Going in and changing the times for the weekend or off days really messes with the whole system.    ",1,0,0,0
779,Mostly because you need phone service or wifi to use the Bluetooth mode. Who was the stupid idiot that made that     ,0,1,0,0
780,"Needs to break down food intake by categories. IE protein amounts, fat amounts, cholesterol amounts, etc.      ",1,0,0,0
781,Please put bowling as an activity When I am bowling it will only sometimes recognize that I am being active and start to add to my active minutes.     ,1,0,0,0
782,So totally satisfied so far. My only complaint is if they could made a lighter app for those of us stuck with iOS 9.3.5 devices.     ,0,0,0,1
783,"The app has notifications for 4 things. I hope it could include extra stuff, like WeChat or WhatsApp. Or just push notifications from the apple notification area. Why half support something Also, support more languages or add in character support for languages that could be added on a download basis, like Japanese or Chinese.     ",1,0,0,0
784,"The applications can improve with some modifications. For instance, it needs the ability to take advantage of simple OS function like correct its orientation.  It also needs the ability to edit information like the date. I was adding meal information at midnight and it was recorded on the wrong date and could not get the date to change.  Instructions need to be updated.  An answer to a fix should not be to ask the community.     ",1,0,0,0
785,"Upgrade moving forward, please add a section for personal comments and nutrition . . . vitamins.      ",1,0,0,0
786,"What if I'm out hiking or camping, hours from service and I want to update my watch or change an alarm Well guess what, IT WON'T HAPPEN     ",0,1,0,0
787,"While I enjoy using the app, it still lacks a very basic IOS feature ... a notification widget. Can you add this please.    ",1,0,0,0
788,Wish it would show all times that I wake up.     ,1,0,0,0
789,1hr later  Had to disconnect Bluetooth connection and reconnect it to get it to sync. Why am I getting these issues? Help    ,0,1,0,0
790,"Will not sync again and I need it to so it will display the proper time. Right now, it's 7hrs off. It starts to sync and won't complete. Serious problem. Lowering my rating.    ",0,1,0,0
791,Will not sync for some reason for three days. WTH. Fix it immediately    ,0,1,0,0
792,"Able to get a good overall picture of my fitness progress. However, syncing is an issue. It takes some time to sync over bluetooth. I have charge 2 tracker. It seems that activity sync is quite off and seems to sync in reverse. Instead of charge 2 updating the app, app updates charge 2 with stale data for activity. For example  my charge 2 tracker and app were in sync showing 20 mins of activity. After a brisk walk charge 2 activity was showing 30 minutes. When I synched it with the app, charge 2 reverted to showing just 20 mins of activity   ",0,1,0,1
793,"After the last update, my Alta no longer syncs with my phone    ",0,1,0,0
794,"And before anyone asks, I've restarted both the Blaze and the phone multiple times, I've forced the phone to forget the Blaze's BT connection and subsequently repaired them, but nothing I've tried has fixed the issues.    ",0,1,0,0
795,"Are used to really like Fitbit when I first got mine several years ago. It was fun and easy to track my activity. However Fitbit's marketing was much better than their products. I'm currently on my third Fitbit Charge as the first two had battery problems. My girlfriend's Fitbit was also replaced twice due to battery problems, and she finally just gave up using it. Plus when my Fitbit does work it has a very difficult time syncing with my iPhone 6. The only way to sync is to completely turn the phone off then turn it on in order to see my progress for any day. I've given up on Fitbit and hopefully will be able to find a better fitness tracker.    ",0,1,0,0
796,"Crashes while syncing between Fitbit HR and Apple Fitbit app, typically within 30 seconds of attempt to sync. Please fix it because I can't complete my workout.    ",0,1,1,0
797,Does not play nicely with Health App. I'll not be buying another FitBit. The most basic functionality is not there. At least make it work with the app on the phone itself.    ,0,1,0,0
798,Ever since I switched carriers I seem to have issues with the app uploading my information. It just says it's looking and never retrieves the information. I think another bug fix is needed.    ,0,1,1,0
799,"Ever since the update on 1210 my app won't sync to my phone. The Bluetooth icon doesn't activate and I've tried deleting, reinstalling the app, hard resetting my phone, and turning Bluetooth on and off. Help    ",0,1,0,0
800,"Ever since the update, I cannot sync my Fitbit to my iPhone.    ",0,1,0,0
801,"Every time I try to sync my Fitbit it will not sync unless I remove the Fitbit from my account and reinstall it , then it does even sync my past data. If there was less than one star for this update that's what i would rate it.    ",0,1,0,0
802,How come this valuable app doesn't sync with Apple Health. That's the first thing I would think if I was a dev.     ,0,1,0,0
803,"I have a Fitbit Alta and it just seems slow to sync my steps. Also, when I get challenge requests and I accept, it doesn't actually sync or connect with my other competitors, please fix It's been an ongoing problem for the past week for me.     ",0,1,0,1
804,I have been using the app for over a year now. Recently I purchased charge 2. When I sync the band with my iPhone app the app crashes almost instantly. This is not intermittent and happens every 30 secs or so. Super annoying. Needs to be looked into. What is the point of getting the hardware if your app cannot sustain 30 secs viewing time    ,0,1,1,0
805,"I just lost weeks worth of steps when the app updated and rest weeks of data to 0 and then reset my Fitbit to 0.  It's very frustrating when the Fitbit,   App, and website don't work well together.    ",0,0,1,0
806,I love all the features and amenities this app gives me but the one downside is it won't connect to my iPod. I don't know if this is an issue with my device or the app itself.    ,0,1,0,0
807,"I never had an issue with this app before, but now i am unable to sync with my fitbit device.    ",0,1,0,0
808,"I regret purchasing my Fitbit Charge 2. I just assumed it would integrate with HealthKit, but it doesn't. Shocking. Gotta get rid of this thing.     ",0,1,0,0
809,I want to love my flex 2 but it won't sync with my iPhone 7   ,0,1,0,0
810,I'm so disappointed in this watch.  I have been trying to sync my Fitbit for two weeks now.  I've removed it off my iPhone and put it back and nothing.      ,0,1,0,0
811,I've had a Fitbit for almost two years now. Upgraded to the Blaze about a month ago. All was well until the latest version. Doesn't sync at all to my phone like it did.    ,0,1,0,0
812,"Interface is fine. Not beautiful, but fine. But the app doesn't sync. And failure to integrate with Apple Health directly means you have to jump through third party hoops, some of which ultimately confuse the data you're trying to interpret. Very tempting to go to Apple Watch simply to avoid the mess.    ",1,1,0,0
813,"It does sync to your Fitbit, but it keeps changingdeleting my info from my actual Fitbit on my arm. It's frustrating. And it has a blank for more than half of my day on my heart rate.    ",1,1,0,0
814,"It would be nice if the program extended beyond the FitBit ecosystem. For example, I'd like to compete against friends who count steps using their Apple Watch.     ",0,0,0,0
815,Love this app but the latest update is just syncing over and over. The worst part is that it doesn't actually sync it just goes through the motions.    ,0,1,0,0
816,My Blaze is useless since it won't even sync to get the time and date correct.    ,1,1,0,0
817,No syncing with iPhone's Health app Really Boooooooooooooo. You need to support all phones     ,0,1,0,0
818,Overall this app is average at best. It doesn't sync well with my charge HR and often says the battery is empty but I know it's full. I have to restart the app for it to read correctly. Would be nice if they fixed this rather than release a new icon color.    ,1,1,0,0
819,"Since I bought my Charge2 3 weeks ago, I haven't been able to sync with the app.     ",0,1,0,0
820,"Since updating to OS 10.2, my Fitbit Blaze constantly disconnects and reconnects to my iPhone 7 Plus. In addition, when syncing the Fitbit Blaze to the app, the connection is initially lost and within seconds reconnected, forcing a total of two attempts to sync the device with the app. Finally, I receive multiple notifications, for one email for example, because of the BT connection issues that have arisen as a result of iOS 10.2. Please update the app, andor device firmware ASAP     ",0,1,1,0
821,This app has never had a successful sync of my Fitbit.  I can't track anything or set any alarms or notifications.  What's the point    ,1,1,0,0
822,"This latest update does not allow me to sync my phone with my Fitbit, and I have no idea how to fix it. Have tried everything, so disappointed    ",0,1,0,0
823,This version seems to have broken the ability to sync while using Bluetooth headphones or presumably any Bluetooth device. This makes it difficult to track steps while working out.    ,0,1,0,0
824,"Unable to sync since updating to 10.1.1. Have done all resets, installed, uninstalled, and everything else recommended by Fitbit and apple. But I still get problems and issues. Fix it.     ",0,1,0,0
825,Why doesn't this integrate with Apples Health app. That is the first thing the developers should have thought about.     ,0,1,0,0
826,"Years after the release of HealthKit and Fitbit still can't get their act together with integrating to it. After a lot of disappointment, I am done with Fitbit. If you can't let me have my data where I want it, then you can't have my data.     ",0,1,0,0
827,Not at all user friendly. Can you make the user interface easy to use.      ,1,0,0,0
828,App gets stuck and won't complete set up.  Wish I had not wasted my money    ,0,0,0,1
829,"Application is worst not updating the steps, heart rate. Is there a problem with the app?    ",1,0,0,0
830,My sleep patterns.  I really like my band.    ,0,0,0,0
831,How would I change the clock to a 24 hour clock. Need a tutorial or make the app intuitive to use.     ,1,0,0,0
832,A better sleep graph similar to jawbone up's and similar smart coach like they have so that people can learn more about fitness rather than just record data.     ,1,0,0,0
833,"A lot of these recent reviews have me very confused... My Fitbit app has been awesome I haven't had any issues with crashes, and after running around the app a few times, I know exactly where to find what I'm looking for. Bad memory is not the apps problem, it's yours. It is easy on the eyes, very pretty, and provides a lot of information. Maybe this comes with the fact that I have owned several Polars and Garmin fitness trackers and their applications are pretty pointless. I gave up on them within a very short time of owning the watches themselves. Thank you, Fitbit, for providing a product with an application that actually work    ",0,0,0,0
834,Almost Everything that I ever hoped for in a fitness app.  I'm not sure how accurate my calorie counts are and heart rate when I do a crossfit wod but great for overall fitness tracker and motivator. Prolly will test it for my next spartan race     ,0,0,0,0
835,and love this app that goes along with it  tracks all i want it to and clean easy read out     ,0,0,0,0
836,"Apart from the usual steps and exercises stuff which it tracks in great detail, I specially loved the way I can log my calories as it has almost all the foods I can think of stored in it. Previously I had to look up things and it got really tedious. I am better able to check my calorie count which I think is crucial for any weight loss program. The goal setting option is very good and an excellent motivator.    ",0,0,0,0
837,"App is easy to use, makes using my Fitbit a breeze    ",0,0,0,0
838,App worked great. Very happy with Fitbit and app.    ,0,0,0,0
839,App works awesome My favorite feature is the sleep monitoring. It's amazing and actually encourages me to get to sleep earlier.    ,0,0,0,0
840,"App works great, sometimes my heart rate is incorrect but for the most part I'm really enjoying everything   ",0,0,1,0
841,"App works great. Haven't found any bugs yet like stated in other reviews. I'm brand new so I don't know much. I use it for a watch and to track little bit of everything else otherwise I'm good. I like the heart beat and steps trackers. Although the step counter is a little sensitive, but decent. I love the sleep tracker the most.    ",0,0,0,0
842,As a new user this has provided excellent points for me to work on and set goals to reach for    ,0,0,0,0
843,Been using Fitbit charge 2 just for a few days and I love it..    ,0,0,0,0
844,Comfortable to sleep with.    ,0,0,0,0
845,Couldn't be any easier.  Set up is quick. Nice job.    ,0,0,0,0
846,Does what I need it to do. Fairly straightforward and easy to use.    ,0,0,0,0
847,Easier than I thought it would be.  Really enjoyable    ,0,0,0,0
848,Easy and intuitive to use.    ,0,0,0,0
849,"Easy setup, great product, elegant interface. Highly recommend    ",0,0,0,0
850,"Easy to understand  use  You see, I'm over 55  somewhat technologyimpaired  'Love this app    ",0,0,0,0
851,Easy to use and navigate    ,0,0,0,0
852,Easy to use and navigate. I like how everything is in synch with the actual Fitbit.    ,0,0,0,0
853,Easy to use...encouraging and motivating    ,0,0,0,0
854,Enjoy it so much.  Wore it while    ,0,0,0,0
855,"Enjoying my Fitbit took a few days to figure all the apps. I give it 5 Stars. It said, to wear it on your non dominate arm, it only comes with a clip to use    ",0,0,0,0
856,"Ever since I got my Fitbit, I have been using the app everyday. This means that I wear my Fitbit to sleep, and then in the morning before my day starts I take it off and charge it. Everyday my Fitbit gets charged, except for the nights I have school, I charge it every morning. This app is really useful and it is a great app to have even if you don't have a Fitbit.    ",0,0,0,0
857,Excellent app easy to use and very helpful for exercise programs.    ,0,0,0,0
858,Excellent health awareness tool    ,0,0,0,0
859,Excellent  Love my Watch    ,0,0,0,0
860,"First I never give a 5 star rating, simply because nothing is that great.     ",0,0,0,0
861,Fit Bit asked me to give them 5 Stars but right now this doesn't make me happy.  I'm thinking that I'll need to plug an external charger to my phone so it doesn't get a low battery status.     ,0,0,0,0
862,Fit bits are so cool and a big reminder on what you should be doing to take care of yourself.    ,0,0,0,0
863,Fitbit Charge light and very useful. Just what I needed.     ,0,0,0,0
864,Fitbit is an extremely intuitive device and the app is no different. Very easy to use.    ,0,0,0,0
865,Found the app very nice and intuitive. Great job Fitbit     ,0,0,0,0
866,Gets me up and moving. It usually takes an earthquake to do that.    ,0,0,0,0
867,I don't think it's all that accurate in the calories burned section though. Please make it more accurate.    ,0,0,1,0
868,got the Fitbit Flex 2 as a gift      ,0,0,0,0
869,Great app and easy to use    ,0,0,0,0
870,Great App but a little hard for me to post on still.    ,0,0,0,0
871,Great app for Fitbit. I like the layout and options.    ,0,0,0,0
872,Great app I love how I can track my meals and how much water    ,0,0,0,0
873,"Great app, easy to follow and good features    ",0,0,0,0
874,"Great app, works well with my charge 2    ",0,0,0,0
875,Great app. Found no problems. Easy to use    ,0,0,0,0
876,Great app. Very helpful.    ,0,0,0,0
877,Great product   I love it   Love seeing what I do everyday  night     ,0,0,0,0
878,Great Product. Great battery life. Worth every penny    ,0,0,0,0
879,Great so far  Needed something to get me moving. Great device for tracking all the things to get you healthy.    ,0,0,0,0
880,"Great, functional, and selfexplanatory    ",0,0,0,0
881,"However, I went to the store where I bought the Charge HR and they gave me the Fitbit support number.     ",0,0,0,0
882,I am loving my new Fitbit and the app helps me keep track of everything.    ,0,0,0,0
883,"I am not a hard core techie, so the Fitbit app is right up my alley.  Easy to use and supplies all the info I need. I am not concerned with recategorizing, editing, etc., so the app is easy and useful for me.     ",0,0,0,0
884,I am tracking my food       ,0,0,0,0
885,"I bought Charge 2 ,working awesome counting my steps and heart rate very accurately.    ",0,0,0,0
886,"I called them on Monday, December the 12th 2016 and They asked me the typical questions. They decided to replace the tracker and today December the 15th I received the delivery with the replacement at 1143 this morning. I paired it and tested it for a pair of hour and works flawlessly.    ",0,0,0,0
887,I cannot get over how many features that the app and FitBit have. So easy to use     ,0,0,0,0
888,"I decided to get this tracker also because of the awesome developer support and API libraries, where the limit in creating new tools is in your imagination with this device.    ",0,0,0,0
889,"I don't get it. I deleted and re installed, restarted iPhone and iPad...    ",1,0,0,0
890,I download added it while on vacation to track how much I walked....still amazed.    ,0,0,0,0
891,"I employ this tracker mainly to help with stress management and check my vital constants progress after performing Mindfulness Meditation practices like Yoga Nidra, and has been very helpful and revealing.    ",0,0,0,0
892,I enjoy everything about this app. It works wonderfully    ,0,0,0,0
893,I feel great about taking a nap    ,0,0,0,0
894,I finished my first whole day with a Fitbit and I have been very impressed. I hope it continues to be useful as I learn all very can do. I hope it can set up the little water. I will let you know.    ,0,0,0,0
895,I generally like the app.    ,0,0,0,0
896,I get reminders to move     ,0,0,0,0
897,I give it a 5   We both use it    ,0,0,0,0
898,I got the Fitbit Alta yesterday and so far I love it and the app    ,0,0,0,0
899,I got the FitBit Flex I have used bodytech equipment in my Exercise regime since the BodyBugg.      ,0,0,0,0
900,"I have a Fitbit 1. The app works fine to track activity and to view your trends. I love participating in challenges. My current challenge has locked up, again. I have previously contacted supportno help. The problem resolves itself somehow and cycle repeats periodically. I am waiting for a bug fix.    ",1,0,0,0
901,I have all different problems all the time. This app is not reliable at all.     ,0,0,1,0
902,I have lost 2 pounds    ,0,0,0,0
903,I have only had my Fitbit a couple of days and I am enjoying it and teaching me a lot    ,0,0,0,0
904,"I have really enjoyed my new Blaze. It does all the simple necessary things I would have used in an Apple Watch, though it has better battery life. It would be really nice if there were a few other displays to choose from something  masculine. That would be my only complaint about it. Overall, it's great.     ",1,0,0,0
905,"I have the Alta and do love it. The only problem is with pairing it to more than one device at a time. I keep it paired to my phone for the msg alerts. I do appreciate that the app updates inputs food, etc. across all devices. Navigation is also a bit funky. Adding food takes a lot of clicking on the desktop app until I get the appropriate window, perhaps because it's busy looking for the Fitbit that I cannot pair to the desktop. I also had a problem on the iPhone when I was adding my water after midnight. I was on the proper date, the day prior, but what I added went into the current aftermidnight day. There was no option to correct that, either. Again, love the Fitbit, still trying to figure out workarounds for the app.    ",1,0,1,0
906,"I have the flex Fitbit and I'm not having any issues at all with this app. Its syncs fast, It's easy to use and very informative. I love it    ",0,0,0,0
907,"I just finished my goals for yesterday and now adding more goals to accomplish. I love when I'm walking around the house and don't have my phone, but I still can see who's calling and texting me.    ",0,0,0,0
908,I just got my Fitbit and I'm enjoying the app. It's easy to use and motivates me to get my a up I'm not super tech savvy so I find this extremely helpful.    ,0,0,0,0
909,I just got my FitBit Charge 2 yesterday.      ,0,0,0,0
910,I just got the Fitbit Alta and this app works like a charm.Very Good    ,0,0,0,0
911,"I just received my early Christmas present from my son  dgtr n law. I must say this thing does so much more than what I expected. I had a knock off Fitbit last yr but dropped it in the toilet by mistake. The one I had really does not compare to what I have now. I'm excited about all the things this Fitbit can do and I've already put a lot of the functions into action. It pushes me to reach my goals, to walk more along with being more active. Being able to track my progress is very rewarding and I encourage anyone that is looking to track their activities during any given day, this is the unit to use. I was also blown away when I saw my sleep results. I love this Fitbit, just wish I had it earlier. However, it's said that it's never too late to start anything .    ",0,0,0,0
912,I just recently starting using the app and I am not good with using computers but this is pretty simple and easy to use    ,0,0,0,0
913,I just started using my Fit Bit Charge 2 and with this app is is soo easy to understand and use. Great app and great product period.    ,0,0,0,0
914,I like it and very ez to read    ,0,0,0,0
915,"I like it. I mostly wanted one to try out the heart rate monitor, and it really does a good job Just got it. so I'm anxious to see how it will work for the rest of the things it can do.    ",0,0,0,0
916,I like the blaze its self BUT the app needs ALOT of work.     ,0,0,0,0
917,I love both the fitbit charge 2 and the app. They're both so easy to use and straightforward couldn't ask for a better set up    ,0,0,0,0
918,I love it so far.  Purchased the charger 2 model    ,0,0,0,0
919,"I love it Easy to use The App is wonderful Really motivates me to walk more, drink more water, take the stairs It helps you set realistic goals and you actually achieve them I would recommend the Fitbit to anyone    ",0,0,0,0
920,I love it It's the BEST     ,0,0,0,0
921,I love my Fitbit it shows me everything I need too know     ,0,0,0,0
922,I love my Fitbit. It's so easy to use.    ,0,0,0,0
923,I love this app and my Fitbit. I have the Charge 2 and keeps me motivated. The app is fun to use.    ,0,0,0,0
924,"I love this app I have the Charge 2 and I love how you can get texts and phone calls. Also, I love how easy the app is to navigate.    ",0,0,0,0
925,I love this app It makes me feel good about myself. Thank you fitbit team I highly recommend the app    ,0,0,0,0
926,I love this app. It's perfect in every way. I is great with all my Fitbits.    ,0,0,0,0
927,"I love this app paired with my fitbit blaze, makes all of my workouts count for every minute I love being able to see how hard my body is working to accomplish my weight loss goals. Great app.    ",0,0,0,0
928,I never had a stepheartcalories... tracking device before. What I mean is that this is the first time I'm using it     ,0,0,0,0
929,I really like my surge. The app just takes it to another level. I use it with the lose it app and it syncs very well as far as I can tell.    ,0,0,0,0
930,I started using Fitbit and found to be a very user friendly application. This is certainly great app.    ,0,0,0,0
931,I switched from Garmin Connect. This has way more options. The sleep tracking is very accurate. It has everything in one place. I got rid of 3 other apps after getting this one.    ,0,0,0,0
932,I synced this app with MyFitnessPal and it is all I need    ,0,0,0,0
933,I thought it was great and keep up the good work no not good great work    ,0,0,0,0
934,I use it with my new Fitbit Charge 2.    ,0,0,0,0
935,I used to have a Charge HR and I loved the vibrating silent alarm. It was a strong vibration that woke me up. I recently upgraded to the Charge 2 and I can barely feel the vibration. I'm not pleased by this at all. The heart rate sensor seems more accurate though. The app is is user friendly.     ,1,0,0,0
936,I will replace this with another FitBit product when it dies.      ,0,0,0,0
937,I wish I had done this sooner.    ,0,0,0,0
938,"I write this review since my purchase on January 2, 2016 of a Charge HR tracker. These are my impressions so far     ",0,0,0,0
939,I'm only 4 days in to owning my Fitbit flex2 and I'm completely obsessed with it Love love love it. Bought the flex2 for the swim option and can't wait to use it. By simply wearing the Fitbit it makes me cognizant of the choices I make throughout the day. Thx Fitbit    ,0,0,0,0
940,"I've been trying to work up the motivation to get fit again but haven't been able to even with support from my family. My new Flex is very basic but with its goal tracking capabilities, I've been able to stay on track to meet my daily goals. Love this app    ",0,0,0,0
941,"I've had it about a week now and love how it reminds me to get up and move, my job requires me to sit and this is fabulous as it reminds me to move.    ",0,0,0,0
942,I've only had it 2 days but I love it    ,0,0,0,0
943,I've only had my fit bit for two days now but so far I think it's great    ,0,0,0,0
944,"I've only had this for a day. Had to get it due to an ER visit and admission due to supraventricular tachycardia. I have to keep track of my heart rate and it does the job, even giving a graph history. The sleep tracking seems to be good also. Looks like it'll be a good product and app.    ",0,0,0,0
945,in combination with the app and I find the information the app gives very easy to find and very eye catching.     ,0,0,0,0
946,Is buggy. I don't like how when I scroll from day to day some of the badges won't change according to that days input. The box badges stay the same no matter what day I scroll to so I have to click on the badges to get the day to day breakdown.    ,1,0,1,0
947,"Is someone testing these updates Once again, I have lost data thanks to socalled fixes.  And exercise no longer is automatically recording the device used to just pick up runs but now won't record.  Fitbit is too mature a product for these continued rookie missteps.    ",1,0,0,0
948,"It is relatively user friendly. Tracking and notification keeps you engaged and focused on your goals. Still finding my way around it, so it may have features I'm not even aware of yet.    ",0,0,0,0
949,It will be nice to know the battery percentage instead of low medium full.     ,1,0,0,0
950,"It's a great app for living it cities and populated areas, horrible if you enjoy being out in nature for a few days on end.    ",0,0,0,0
951,It's a wonderful app. It has helped me a ton since I got one    ,0,0,0,0
952,It's great and easy to use. Fitbit has excellent products.    ,0,0,0,0
953,It's so cool to track ur steps    ,0,0,0,0
954,Its hard to figure out. Please make an easier user interface     ,1,0,0,0
955,We are cleaning up for you is the message the app gives when I start it. What did I do that needs clean up Maybe the message should be we are cleaning up after our dumb developers      ,1,0,0,0
956,Otherwise the app is great     ,0,0,0,0
957,"Was working great, but Fitbit not syncing w this new update.    ",0,1,0,0
958,Works well most of the time. Biggest issue I have is that it makes me log in too often. At least add option for fast login.    ,1,0,0,0
959,I'd like for an option to leave or unsubscribe from the community. I don't like this app anymore.      ,1,0,0,0
960,I love the adventures but Fitbit has only offered the same 6 options for over a year. yawn    ,0,0,0,0
